"SHIPFLAG","branch","docno","DOCDATE","CUSTNAME","user_lname","dg_lname","cd_code","sub_id","cd_name","ct_lname","brand","code","lname","location_code","location","SNAME","LName_unit","qty","REMARK","UNITPRICE","NETAMOUNT","dim5_code","dim5_name","delivery_status","delivery_remark","last_update"
"0","สำนักงานใหญ่","BFV6902-0216","7/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","นุรฮาปีซาร์","ใบสั่งซื้อในเครือ","8859111717800","","เฌอร่าบอร์ด 4x8x6มม.(27.04Kg/แผ่น)","กระเบื้องมุงหลังคา","เฌอร่า / SHERA","01 NK","NK เคหะภัณฑ์","15F","แผนก กระเบื้องหลังคา","01","แผ่น","10","รับเอง //HKV6902-1080นาย อภิรักษ์ บาเก็ง//หาพี่ดาริณ","1","10","15F","แผนก กระเบื้องหลังคา","รับแล้ว",,"7/2/2026 15:45:33"
"0","สำนักงานใหญ่","BFV6902-0219","8/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","นูนีย์","ใบสั่งซื้อในเครือ","150212SD40X10","","เหล็กเส้นข้ออ้อย 12มม.SD40T พับ (10เมตร/8.88กก.)","เหล็กเส้นก่อสร้าง",,"01 NK","NK เคหะภัณฑ์","15B","แผนก เหล็กเส้น","01","เส้น","20","ส่ง/NKV6902-0513/ เวิร์คเพอร์เฟกต์/เบิก ทส.","1","20","15B","แผนก เหล็กเส้น","รับแล้ว",,"8/2/2026 10:32:26"
"0","สำนักงานใหญ่","BFV6902-0219","8/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","นูนีย์","ใบสั่งซื้อในเครือ","17014WTIXXX21","","ลวดผูกเหล็ก (2.35-2.50)    (100ขด/มัด)","ลวด,ตาข่าย,ตะแกรง",,"01 NK","NK เคหะภัณฑ์","15B","แผนก เหล็กเส้น","01","ขด","3","ส่ง/NKV6902-0513/ เวิร์คเพอร์เฟกต์/เบิก ทส.","2","6","15B","แผนก เหล็กเส้น","รับแล้ว",,"8/2/2026 10:32:30"
"0","สำนักงานใหญ่","BFV6902-0219","8/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","นูนีย์","ใบสั่งซื้อในเครือ","8851100000139","","ปูนซีเมนต์ อินทรีเพชรพลัส","ปูน","ปูนอินทรี","01 NK","NK เคหะภัณฑ์","15E","แผนก ปูน","01","ถุง","10","ส่ง/NKV6902-0513/ เวิร์คเพอร์เฟกต์/เบิก ทส.","1","10","15E","แผนก ปูน",,,"8/2/2026 08:32:46"
"0","สำนักงานใหญ่","BFV6902-0222","8/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","150102SR24A10","","เหล็กเส้นกลม 6 มม.SR-24(2.22กก/โรงใหญ่ 10เมตร)   (1/4)/(400-500เส้น/มัด)","เหล็กเส้นก่อสร้าง",,"01 NK","NK เคหะภัณฑ์","15B","แผนก เหล็กเส้น","01","เส้น","14","HKV6902-1152 /นำ /จัดส่ง/หาพี่บ่าวค่ะ","1","14","15B","แผนก เหล็กเส้น","รับแล้ว",,"8/2/2026 12:15:45"
"0","สำนักงานใหญ่","BFV6902-0222","8/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","17014WTIXXX21","","ลวดผูกเหล็ก (2.35-2.50)    (100ขด/มัด)","ลวด,ตาข่าย,ตะแกรง",,"01 NK","NK เคหะภัณฑ์","15B","แผนก เหล็กเส้น","01","ขด","1","HKV6902-1152 /นำ /จัดส่ง/หาพี่บ่าวค่ะ","1","1","15B","แผนก เหล็กเส้น","รับแล้ว",,"8/2/2026 12:15:15"
"0","สำนักงานใหญ่","BFV6902-0227","8/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","150102SR24A10","","เหล็กเส้นกลม 6 มม.SR-24(2.22กก/โรงใหญ่ 10เมตร)   (1/4)/(400-500เส้น/มัด)","เหล็กเส้นก่อสร้าง",,"01 NK","NK เคหะภัณฑ์","15B","แผนก เหล็กเส้น","01","เส้น","100","NKV6902-0525 /ชวน /จัดส่ง/หาแบ เดล ค่ะ","1","100","15B","แผนก เหล็กเส้น","รับแล้ว",,"8/2/2026 12:15:05"
"0","สำนักงานใหญ่","BFV6902-0227","8/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","150212SD40X10","","เหล็กเส้นข้ออ้อย 12มม.SD40T พับ (10เมตร/8.88กก.)","เหล็กเส้นก่อสร้าง",,"01 NK","NK เคหะภัณฑ์","15B","แผนก เหล็กเส้น","01","เส้น","130","NKV6902-0525 /ชวน /จัดส่ง/หาแบ เดล ค่ะ","1","130","15B","แผนก เหล็กเส้น","รับแล้ว",,"8/2/2026 12:15:08"
"0","สำนักงานใหญ่","BFV6902-0227","8/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","150216SD40X10","","เหล็กเส้นข้ออ้อย 16มม.SD-40 พับ พ่นปลายฟ้า (10เมตร/15.78กก) (80เส้น/มัด)","เหล็กเส้นก่อสร้าง",,"01 NK","NK เคหะภัณฑ์","15B","แผนก เหล็กเส้น","01","เส้น","25","NKV6902-0525 /ชวน /จัดส่ง/หาแบ เดล ค่ะ","1","25","15B","แผนก เหล็กเส้น","รับแล้ว",,"8/2/2026 12:15:37"
"0","สำนักงานใหญ่","BFV6902-0227","8/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","150220SD40X10","","เหล็กเส้นข้ออ้อย 20มม.SD-40T พับ (10เมตร/24.66กก) (50เส้น/มัด)","เหล็กเส้นก่อสร้าง",,"01 NK","NK เคหะภัณฑ์","15B","แผนก เหล็กเส้น","01","เส้น","13","NKV6902-0525 /ชวน /จัดส่ง/หาแบ เดล ค่ะ","1","13","15B","แผนก เหล็กเส้น","รับแล้ว",,"8/2/2026 12:15:39"
"0","สำนักงานใหญ่","BFV6902-0227","8/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","17014WTIXXX21","","ลวดผูกเหล็ก (2.35-2.50)    (100ขด/มัด)","ลวด,ตาข่าย,ตะแกรง",,"01 NK","NK เคหะภัณฑ์","15B","แผนก เหล็กเส้น","01","ขด","20","NKV6902-0525 /ชวน /จัดส่ง/หาแบ เดล ค่ะ","1","20","15B","แผนก เหล็กเส้น","รับแล้ว",,"8/2/2026 12:15:42"
"0","สำนักงานใหญ่","BFV6902-0228","8/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","150102SR24A10","","เหล็กเส้นกลม 6 มม.SR-24(2.22กก/โรงใหญ่ 10เมตร)   (1/4)/(400-500เส้น/มัด)","เหล็กเส้นก่อสร้าง",,"01 NK","NK เคหะภัณฑ์","15B","แผนก เหล็กเส้น","01","เส้น","100","NKV6902-0527 ชวน /จัดส่ง/หาแบ เดล ค่ะ","1","100","15B","แผนก เหล็กเส้น","รับแล้ว",,"8/2/2026 13:55:39"
"0","สำนักงานใหญ่","BFV6902-0228","8/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","150103SR24A10","","เหล็กเส้นกลม 9 มม SR-24 (4.99กก/โรงใหญ่ 10เมตร)  (3/8) (200-300เส้น/มัด)","เหล็กเส้นก่อสร้าง",,"01 NK","NK เคหะภัณฑ์","15B","แผนก เหล็กเส้น","01","เส้น","45","NKV6902-0527 ชวน /จัดส่ง/หาแบ เดล ค่ะ","1","45","15B","แผนก เหล็กเส้น","รับแล้ว",,"8/2/2026 13:55:36"
"0","สำนักงานใหญ่","BFV6902-0228","8/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","150212SD40X10","","เหล็กเส้นข้ออ้อย 12มม.SD40T พับ (10เมตร/8.88กก.)","เหล็กเส้นก่อสร้าง",,"01 NK","NK เคหะภัณฑ์","15B","แผนก เหล็กเส้น","01","เส้น","91","NKV6902-0527 ชวน /จัดส่ง/หาแบ เดล ค่ะ","1","91","15B","แผนก เหล็กเส้น","รับแล้ว",,"8/2/2026 13:55:34"
"0","สำนักงานใหญ่","BFV6902-0228","8/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","150216SD40X10","","เหล็กเส้นข้ออ้อย 16มม.SD-40 พับ พ่นปลายฟ้า (10เมตร/15.78กก) (80เส้น/มัด)","เหล็กเส้นก่อสร้าง",,"01 NK","NK เคหะภัณฑ์","15B","แผนก เหล็กเส้น","01","เส้น","36","NKV6902-0527 ชวน /จัดส่ง/หาแบ เดล ค่ะ","1","36","15B","แผนก เหล็กเส้น","รับแล้ว",,"8/2/2026 13:55:30"
"0","สำนักงานใหญ่","BFV6902-0228","8/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","150220SD40X10","","เหล็กเส้นข้ออ้อย 20มม.SD-40T พับ (10เมตร/24.66กก) (50เส้น/มัด)","เหล็กเส้นก่อสร้าง",,"01 NK","NK เคหะภัณฑ์","15B","แผนก เหล็กเส้น","01","เส้น","12","NKV6902-0527 ชวน /จัดส่ง/หาแบ เดล ค่ะ","1","12","15B","แผนก เหล็กเส้น","รับแล้ว",,"8/2/2026 13:55:28"
"0","สำนักงานใหญ่","BFV6902-0228","8/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","17014WTIXXX21","","ลวดผูกเหล็ก (2.35-2.50)    (100ขด/มัด)","ลวด,ตาข่าย,ตะแกรง",,"01 NK","NK เคหะภัณฑ์","15B","แผนก เหล็กเส้น","01","ขด","15","NKV6902-0527 ชวน /จัดส่ง/หาแบ เดล ค่ะ","1","15","15B","แผนก เหล็กเส้น","รับแล้ว",,"8/2/2026 13:55:25"
"0","สำนักงานใหญ่","BFV6902-0231","9/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","ปลา","ใบสั่งซื้อในเครือ","1103I1015XX12","","ท่อเหลี่ยม GI 1""x1.5-1.6-1.8 มม. (ขาว) (6.4-6.5)","เหล็กรูป",,"01 NK","NK เคหะภัณฑ์","15C","แผนก เหล็กรูป","01","เส้น","5","NKV6902-0545/จัดส่ง/หา...แม่ตือ /พรชัย","0","0","15C","แผนก เหล็กรูป","รับแล้ว",,"9/2/2026 08:59:11"
"0","สำนักงานใหญ่","BFV6902-0232","9/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","เบียร์","ใบสั่งซื้อในเครือ","8851100000016","","ปูนซีเมนต์ อินทรีแดง","ปูน","ปูนอินทรี","01 NK","NK เคหะภัณฑ์","15E","แผนก ปูน","01","ถุง","20","NKV6902-0551/ไชยหมาน/รับเอง/ปริ้น ทส","1","20","15E","แผนก ปูน",,,"9/2/2026 09:03:28"
"0","สำนักงานใหญ่","BFV6902-0233","9/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","เบียร์","ใบสั่งซื้อในเครือ","8851100000139","","ปูนซีเมนต์ อินทรีเพชรพลัส","ปูน","ปูนอินทรี","01 NK","NK เคหะภัณฑ์","15E","แผนก ปูน","01","ถุง","100","NKV6902-0552/ไชยหมาน/หาแบเฮง/จัดส่ง","1","100","15E","แผนก ปูน",,,"9/2/2026 09:04:28"
"0","สำนักงานใหญ่","BFV6902-0234","9/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","1103F20102012","","ท่อแบน GI 2""x1""x1.9-2.0-2.3 มม  (เขียว/12-13)","เหล็กรูป",,"01 NK","NK เคหะภัณฑ์","15C","แผนก เหล็กรูป","01","เส้น","6","NKV6902-0553 ซีพีเอ็น /รับเอง/หาแม่ตือ ค่ะ","1","6","15C","แผนก เหล็กรูป","รับแล้ว",,"9/2/2026 09:57:29"
"0","สำนักงานใหญ่","BFV6902-0235","9/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","8851100000078","","ปูนซีเมนต์ อินทรีทอง","ปูน","ปูนอินทรี","01 NK","NK เคหะภัณฑ์","15E","แผนก ปูน","01","ถุง","30","NKV6902-0554  ซีพีเอ็น /รับเอง/หาแบเฮงค่ะ","1","30","15E","แผนก ปูน",,,"9/2/2026 09:10:28"
"0","สำนักงานใหญ่","BFV6902-0238","9/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","22014BGEHPX21","","กระเบื้องลอนคู่ ห้าห่วง 4 5มม. เขียวประกายพฤกษ์(สีธรรมดา)","กระเบื้องมุงหลังคา","ห้าห่วง","01 NK","NK เคหะภัณฑ์","15F","แผนก กระเบื้องหลังคา","01","แผ่น","320","HKV6902-1250 ณัฐธกร /จัดส่ง/หาพี่ดาริณ ค่ะ","1","320","15F","แผนก กระเบื้องหลังคา","รับแล้ว",,"9/2/2026 10:29:54"
"0","สำนักงานใหญ่","BFV6902-0238","9/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","2205K0JPKHH11","","ครอบปิดจั่ว/ปิดชายตะเข้ หห.เขียวประกายพฤกษ์","กระเบื้องมุงหลังคา","ห้าห่วง","01 NK","NK เคหะภัณฑ์","15F","แผนก กระเบื้องหลังคา","01","แผ่น","4","HKV6902-1250 ณัฐธกร /จัดส่ง/หาพี่ดาริณ ค่ะ","1","4","15F","แผนก กระเบื้องหลังคา","รับแล้ว",,"9/2/2026 10:30:00"
"0","สำนักงานใหญ่","BFV6902-0238","9/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","2205K0YPKHH21","","ครอบสามทาง Y หห.เขียวประกายพฤกษ์","กระเบื้องมุงหลังคา","ห้าห่วง","01 NK","NK เคหะภัณฑ์","15F","แผนก กระเบื้องหลังคา","01","แผ่น","2","HKV6902-1250 ณัฐธกร /จัดส่ง/หาพี่ดาริณ ค่ะ","1","2","15F","แผนก กระเบื้องหลังคา","รับแล้ว",,"9/2/2026 10:30:03"
"0","สำนักงานใหญ่","BFV6902-0238","9/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","2205KSGEHHX11","","ครอบสันหลังคา หห.เขียวประกายพฤกษ์","กระเบื้องมุงหลังคา","ห้าห่วง","01 NK","NK เคหะภัณฑ์","15F","แผนก กระเบื้องหลังคา","01","แผ่น","23","HKV6902-1250 ณัฐธกร /จัดส่ง/หาพี่ดาริณ ค่ะ","1","23","15F","แผนก กระเบื้องหลังคา","รับแล้ว",,"9/2/2026 10:30:10"
"0","สำนักงานใหญ่","BFV6902-0238","9/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","2205YB02GNHH1","","ครอบสันตะเข้ หห.เขียวประกายพฤกษ์","กระเบื้องมุงหลังคา","ห้าห่วง","01 NK","NK เคหะภัณฑ์","15F","แผนก กระเบื้องหลังคา","01","แผ่น","44","HKV6902-1250 ณัฐธกร /จัดส่ง/หาพี่ดาริณ ค่ะ","1","44","15F","แผนก กระเบื้องหลังคา","รับแล้ว",,"9/2/2026 10:30:15"
"0","สำนักงานใหญ่","BFV6902-0238","9/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","2504HRB8XXX10","","ขอกระเบื้องสีรุ้ง-แปไม้ 8"" บาง (500ตัว) (13kg.)","วัสดุก่อสร้างเบ็ดเตล็ด",,"01 NK","NK เคหะภัณฑ์","15D","แผนก PVC","01","ห่อ","1","HKV6902-1250 ณัฐธกร /จัดส่ง/หาพี่ดาริณ ค่ะ","1","1","15D","แผนก PVC","รับแล้ว",,"9/2/2026 13:17:05"
"0","สำนักงานใหญ่","BFV6902-0240","9/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","ฟาง","ใบสั่งซื้อในเครือ","8851100000016","","ปูนซีเมนต์ อินทรีแดง","ปูน","ปูนอินทรี","01 NK","NK เคหะภัณฑ์","15E","แผนก ปูน","01","ถุง","10","NKV6902-0562/จัดส่ง/เบิก ท่าสาป/หา ฮากิม","1","10","15E","แผนก ปูน",,,"9/2/2026 10:04:37"
"0","สำนักงานใหญ่","BFV6902-0243","9/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","ปลา","ใบสั่งซื้อในเครือ","8859111700291","","กระเบื้องลอนคู่ ห้าห่วง 4 5มม. ขาวซีเมนต์","กระเบื้องมุงหลังคา","ห้าห่วง","01 NK","NK เคหะภัณฑ์","15F","แผนก กระเบื้องหลังคา","01","แผ่น","99","HKV6902-1263/จัดส่ง/หา..พี่เพ็ญ //สมชาย โต๊ะเตบ","0","0","15F","แผนก กระเบื้องหลังคา","รับแล้ว",,"9/2/2026 10:49:35"
"0","สำนักงานใหญ่","BFV6902-0249","9/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","1103I2020XX20","","ท่อเหลี่ยม GI 2""x2.0 มม. (เขียว) (16.50+/-)","เหล็กรูป",,"01 NK","NK เคหะภัณฑ์","15C","แผนก เหล็กรูป","01","เส้น","2","HKV6902-1275 พี่กีน /รับเอง/หาแม่ตือ /แบเฮง ค่ะ","1","2","15C","แผนก เหล็กรูป","รับแล้ว",,"9/2/2026 13:38:16"
"0","สำนักงานใหญ่","BFV6902-0249","9/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","กีน","ใบสั่งซื้อในเครือ","8851100001020","","ปูนฉาบอิฐทั่วไป อินทรีมอร์ตาร์ #11 (50กก.)","ปูน","ปูนอินทรี","01 NK","NK เคหะภัณฑ์","15E","แผนก ปูน","01","ถุง","7","HKV6902-1275 พี่กีน /รับเอง/หาแม่ตือ /แบเฮง ค่ะ","1","7","15E","แผนก ปูน",,,"9/2/2026 10:39:39"
"0","สำนักงานใหญ่","BFV6902-0251","9/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","เบียร์","ใบสั่งซื้อในเครือ","150103SR24A10","","เหล็กเส้นกลม 9 มม SR-24 (4.99กก/โรงใหญ่ 10เมตร)  (3/8) (200-300เส้น/มัด)","เหล็กเส้นก่อสร้าง",,"01 NK","NK เคหะภัณฑ์","15B","แผนก เหล็กเส้น","01","เส้น","30","NKV6902-0577/ไชยหมาน/หาพี่บ่าว/รับเอง/ปริ้น ทส","1","30","15B","แผนก เหล็กเส้น","รับแล้ว",,"9/2/2026 11:06:41"
"0","สำนักงานใหญ่","BFV6902-0252","9/2/2026","บริษัท ยะลานำรุ่ง จำกัด (ท่าสาป)","สุวรรณีย์ (แคช)","ใบสั่งซื้อในเครือ","8851100000016","","ปูนซีเมนต์ อินทรีแดง","ปูน","ปูนอินทรี","01 NK","NK เคหะภัณฑ์","15E","แผนก ปูน","02","ถุง","50","เบิกวางขาย//แจ้งพี่ดาแล้วค่ะ","1","50","15E","แผนก ปูน",,,"9/2/2026 13:02:49"
